"id","ratedate","ratecontent","color","size","platform","color_info","size_num","size_letter"
4467,"2018-06-18 23:21:10",老婆大人很喜欢，质量不错，柔软，超薄，发货速度快，卖家服务态度也很好。,妃粉色,"80C/36C",京东,粉色,"80",C
4468,"2018-02-28 11:35:16",内衣收到了，质量看着不错，款式好看，颜色和图片色一样，没有色差，很喜欢。,珍珠灰,"75B/34B",京东,灰色,"75",B
4469,"2018-10-24 14:10:33",大牌就是不一样，非常漂亮，做工精细，尺码标准，客服服务周到解释清楚！,妃粉色,"85B/38B",京东,粉色,"85",B
4470,"2018-02-02 21:09:15",罩杯合适，厚度也合适，颜色百搭，夏天也无妨,水晶肤,"75B/34B",京东,肤色,"75",B
4471,"2018-10-05 20:23:40",遇到活动就买了 挺好的 同一款式买了三件 感觉不错 以后有活动会回购的,妃粉色,"85C/38C",京东,粉色,"85",C
4472,"2018-09-16 20:52:43",聚拢效果不错   颜色很漂亮！,妃粉色,"75B/34B",京东,粉色,"75",B
4473,"2018-09-09 20:17:51",这款比我买的另两款罩杯略大一些 质量很好 秒杀的非常合算 打算再买几款,珍珠米,"70A/32A",京东,米色,"70",A
4474,"2018-08-19 23:26:00",还不错，一下子买了三件穿着都蛮舒服的！质量也可以，就是我看不出是不是正品,妃粉色,"80B/36B",京东,粉色,"80",B
4475,"2018-09-16 20:35:22",这件衣服还可以，中规中矩，虽然姐姐说没什么特色，但是女儿说这个颜色比较耐脏，最近一直买他们家的衣服，感觉还可以的，看起来不廉价！,黑色,"75B/34B",京东,黑色,"75",B
4476,"2018-01-13 13:14:42",质量很好，放洗衣机里洗都不会变形，很满意，下次还来。,黑色,"75B/34B",京东,黑色,"75",B
4477,"2018-10-07 22:57:23",东西一般般，换货需要自己掏来回的运费，别的牌子都是出寄过去的运费,妃粉色,"75B/34B",京东,粉色,"75",B
4478,"2018-08-19 21:58:25",第一次在网上购买给爱人的内衣，布料摸着很舒服 ，等爱人试装后再来追评。,妃粉色,"75B/34B",京东,粉色,"75",B
4479,"2018-04-23 17:36:11",很不错，质量很好的，老婆很喜欢........,黑色,"75B/34B",京东,黑色,"75",B
4480,"2017-08-10 10:34:21","618搞活动买的，价格还不错的，质量也可以，就是买大了一码想要调换，客服说让我申请退货，然后再重新拍，那样活动价格就没了，后来就没有换。",紫色,"75B/34B",京东,紫色,"75",B
4481,"2018-10-03 13:10:12",宝贝我好喜欢，这是第二次来买了，还会再买,黑色,"75B/34B",京东,黑色,"75",B
4482,"2018-09-01 12:56:19",一口气买了三个，挺好穿的，就是有点厚，适合冬天的时候穿，夏天穿有点热，聚拢效果挺好的,珍珠米,"85C/38C",京东,米色,"85",C
4483,"2018-09-01 12:55:52",一口气买了三个，挺好穿的，就是有点厚，适合冬天的时候穿，夏天穿有点热，聚拢效果挺好的,玉粉桔,"80C/36C",京东,粉色,"80",C
4484,"2018-09-01 12:55:31",一口气买了三个，挺好穿的，就是有点厚，适合冬天的时候穿，夏天穿有点热，聚拢效果挺好的,黑色,"80C/36C",京东,黑色,"80",C
4485,"2018-07-09 19:58:33",包装结实，丝毫没压。厚款，夏天可能热，但是夏天本来穿什么都热。码数正常，喜欢蕾丝花，好看，,妃粉色,"70B/32B",京东,粉色,"70",B
4486,"2018-04-29 09:22:29",搞活动买的一下买了三件价格合适穿着舒服,黑色,"75B/34B",京东,黑色,"75",B
4487,"2018-08-10 23:09:47",大牌子，质量好，款式非常漂亮。京东活动买的，三件七折，非常划算，比商场便宜了很多！,黑色,"75A/34A",京东,黑色,"75",A
4488,"2018-05-11 22:53:34",宝贝儿不错，穿上挺舒服的，正好是我需要的，运动是瘦，穿上更好，送货速度也挺快的，争取下次再来。,水晶肤,"80B/36B",京东,肤色,"80",B
4489,"2018-10-05 20:24:14",遇到活动就买了 挺好的 同一款式买了三件 感觉不错 以后有活动会回购的,玉粉桔,"85C/38C",京东,粉色,"85",C
4490,"2018-10-05 20:23:55",遇到活动就买了 挺好的 同一款式买了三件 感觉不错 以后有活动会回购的,黑色,"85C/38C",京东,黑色,"85",C
4491,"2018-01-27 16:28:08",买了很多次的内衣，内裤都是她家的，穿着很舒服。,水晶肤,"80B/36B",京东,肤色,"80",B
4492,"2018-08-10 10:03:07",产品可以，不过退货时间很慢,黑色,"70A/32A",京东,黑色,"70",A
4493,"2017-12-08 10:22:41",包装很好，尺寸也合适。,妃粉色,"75B/34B",京东,粉色,"75",B
4494,"2017-10-03 12:57:48",这个是我买这三个最紧的，挺好,中国红,"85C/38C",京东,红色,"85",C
4495,"2017-11-04 08:02:18",做工不错，样式挺好，聚拢效果挺棒，性价比也很高，下次还会光顾。,玉粉桔,"70B/32B",京东,粉色,"70",B
4496,"2017-11-04 08:01:57",做工不错，样式挺好，聚拢效果挺棒，性价比也很高，下次还会光顾。,妃粉色,"70B/32B",京东,粉色,"70",B
4497,"2018-06-30 22:11:07",一直在京东商城购买物品，京东商城配送，速度快，已经是第二次购买了，这次活动力度很大，所以一次买了四件，这款文胸，穿着很舒服。质量很好，一直穿欧迪芬内衣，大品牌就是好，喜欢在京东商城购买物品。下次，有机会还会购买，也会推荐给朋友，很值得购买的一款文胸,水晶肤,"75B/34B",京东,肤色,"75",B
4498,"2018-10-01 02:31:10",送货很块，物超所值！值得购买！,黑色,"75B/34B",京东,黑色,"75",B
4499,"2018-11-06 19:29:20",东西物美价廉，快递也给力，赶上老婆生日送到,黑色,"75B/34B",京东,黑色,"75",B
4500,"2018-01-18 23:58:03",很好。。。。。,黑色,"75B/34B",京东,黑色,"75",B
4501,"2016-11-16 18:18:19",参加三免一活动买的 很好 质量不错  实惠,妃粉色,"75B/34B",京东,粉色,"75",B
4502,"2018-07-15 20:57:07",一直在京东买东西。也开了会员。感觉方便，物流是最值得赞的。售后更值得夸！一直在京东买东西。也开了会员。感觉方便，物流是最值得赞的。售后更值得夸！一直在京东买东西。也开了会员。感觉方便，物流是最值得赞的。售后更值得夸！,黑色,"75B/34B",京东,黑色,"75",B
4503,"2018-08-12 22:28:43",聚拢效果很好，与专柜正品一样，号码尺寸准确。,黑色,"80C/36C",京东,黑色,"80",C
4504,"2018-06-12 16:38:52",这是我最满意的一次购物，非常美观也很舒适。大赞！,水晶肤,"80B/36B",京东,肤色,"80",B
4505,"2018-09-14 12:22:26",材质好，直接接触皮肤的地方大都为棉质，穿着舒适，大小适中，非常喜欢欧迪芬的样式，大多的内衣都是她家的，这次赶上优惠活动，多买几个，囤着穿，物流送货挺快的！,紫色,"85B/38B",京东,紫色,"85",B
4506,"2017-03-07 18:42:07",京东产品还是值得信赖的，物流快捷，送货工作人员尽职尽责，商品品质可靠，售后方便。,妃粉色,"75B/34B",京东,粉色,"75",B
4507,"2017-11-09 17:51:20","4免1活动，买了四色，满意！",黑色,"75B/34B",京东,黑色,"75",B
4508,"2017-12-18 13:50:31",太坑人了这店，明明买了两条内衣两条内裤，却少了一条内裤，这样做生意的???钱也付了，衣服还能缺斤少两???在京东买了这么久的东西第一次被这家店坑了。还有条内裤怎么不寄给我???我付款了啊，什么破玩意店,中国红,"75B/34B",京东,红色,"75",B
4509,"2018-06-27 16:22:18",买了一堆都要一一评价真的好麻烦哦，晒图,珍珠灰,"75B/34B",京东,灰色,"75",B
4510,"2017-12-17 19:50:52",面料不错，大小合适，质量不错，看着是正品，性价比高，物有所值，京东，值得信赖！,玉粉桔,"80A/36A",京东,粉色,"80",A
4511,"2018-03-07 20:55:03",质量很好，穿着很有型，真是小胸福音&hellip;&hellip;,水晶肤,"70A/32A",京东,肤色,"70",A
4512,"2017-11-18 07:33:17",继续的支持京东，一如既往。几年了一直在京东买东西，家里大大小小的东西习惯了，有时候懒的去超市了。京东自营的快递员也很给力，送货快，相当有礼貌。就是一些商家的订单给了申通或中通，经常订单需要自己去取，而且电话都不通知。总体来说，京东买东西，多数还是比较开心的。继续支持。,黑色,"75A/34A",京东,黑色,"75",A
4513,"2018-02-28 11:34:37",内衣收到了，质量看着不错，款式好看，颜色和图片色一样，没有色差，很喜欢。,妃粉色,"75B/34B",京东,粉色,"75",B
4514,"2018-06-29 22:26:23",效果特别好，很聚拢，很棒的内衣，穿起来有型也舒服，以后还会再来的，这次买了两件，还怕不好穿，没想到比我在店里买的还合适，很好的一次购物,黑色,"75B/34B",京东,黑色,"75",B
4515,"2018-10-05 10:27:31",活动时候买了几件，挺好，价格便宜，大小也合适，好评！,珍珠米,"75C/34C",京东,米色,"75",C
4516,"2018-10-05 10:27:14",活动时候买了几件，挺好，价格便宜，大小也合适，好评！,妃粉色,"75C/34C",京东,粉色,"75",C
4517,"2018-10-05 10:26:44",活动时候买了几件，挺好，价格便宜，大小也合适，好评！,中国红,"75C/34C",京东,红色,"75",C
4518,"2018-04-10 11:39:59",四排扣稳定性比较好，肩带很合适，就是有点厚了！,水晶肤,"80C/36C",京东,肤色,"80",C
4519,"2018-08-26 18:59:43",黑颜色很性感，大小合适，虽然有一点点儿厚，但穿着很舒服，很聚拢有型，不错不错，果然没有失望。,黑色,"75B/34B",京东,黑色,"75",B
4520,"2017-08-15 09:39:10",还没穿看着可以就是有点厚,黑色,"75B/34B",京东,黑色,"75",B
4521,"2017-04-24 08:49:13",内衣节活动买了3个，满减加用劵二百 一 十 三 到手，质量挺好的，平时穿这个号有点紧，这款刚刚好,玉粉桔,"75A/34A",京东,粉色,"75",A
4522,"2017-11-11 17:40:56",趁着京东有活动，2件75折划算，穿着舒服,玉粉桔,"80A/36A",京东,粉色,"80",A
4523,"2017-12-14 07:11:53",质量好好，大小合适，给好评！！,妃粉色,"85A/38A",京东,粉色,"85",A
4524,"2018-06-20 15:41:26",京东plus会员良心好评，自从用了京东，再也不去超市了，也再也不用别的电商了，因为京东秒杀一切电商平台！产品满分，服务满分，售后满分，物流满分特别说一下物流速度真的很快，问我为什么喜欢在京东买东西，因为今天买明天就可以送到。然后是包装令人满意，京东自己logo的包装袋和纸盒还可以再利用重点是产品真的非常好，打开包装惊艳到了，各种高大上，比实体店便宜多了好吧！京东购物这么久，没有一次失望过，产品全五分，整个购物过程非常满意，无论是服务还是产品本身都五分，会推荐朋友们来的，希望能推出更多优惠。即使是第三方商家的东西我都很信任因为京东的平台非常可靠总之很满意的一次购物，会继续买买买！,妃粉色,"85C/38C",京东,粉色,"85",C
4525,"2018-08-13 22:44:26",包装很好，已第二次购买了。,黑色,"75B/34B",京东,黑色,"75",B
4526,"2018-03-21 22:10:32",欧迪芬一直穿的牌子，舒适，颜色好看，下次活动再来买,妃粉色,"75B/34B",京东,粉色,"75",B
4527,"2017-06-10 10:17:43",前面2张是商场买的标是挂绳带标的，网上买的没有，内衣水洗标也不一样，不知道是不是正品,水晶肤,"80A/36A",京东,肤色,"80",A
4528,"2018-10-08 08:39:32",一下买了三件，好穿，舒服，完全不输某芬，价格实惠很好，物超所值,黑色,"75B/34B",京东,黑色,"75",B
4529,"2017-03-30 18:09:26",优惠力度非常大，内衣质量很好，很愉快的一次购物！,水晶肤,"75B/34B",京东,肤色,"75",B
4530,"2018-03-07 20:56:19",质量很好，穿着很有型，真是小胸福音&hellip;&hellip;,紫色,"70A/32A",京东,紫色,"70",A
4531,"2017-10-06 19:22:19",给媳妇儿买的，她都还没看到，我觉得还可以吧,珍珠灰,"75B/34B",京东,灰色,"75",B
4532,"2017-10-16 14:32:41",偶然一次看道京东主页看道活动，价格很诱人，产品更诱人，忍不住还是屯了一大堆，欧迪芬大品牌，不得不说聚拢效果一级棒，感觉真是买值了，京东给力，舒适度真的无可挑剔，完美版啊，终结了我挑选的余地直接砸单，朋友都说也要跟进购买！姐妹们心动不如行动，保持队形，去吧皮卡丘?～(&acute;&epsilon;｀,珍珠灰,"75B/34B",京东,灰色,"75",B
4533,"2016-12-30 22:54:52",优惠力度很大，东西很不错，给五星！,妃粉色,"80B/36B",京东,粉色,"80",B
4534,"2018-03-12 18:02:31",颜色有点太艳了，再浅一号就更好了，宽带塑身，聚拢有型，比商场便宜，而且也是大品牌，下次还会再买的。,紫色,"75A/34A",京东,紫色,"75",A
4535,"2017-11-18 11:39:21",双十一之前买的比双十一还便宜，应该是正品尺码很合适质量不错。就是送了一个三排扣还是个黑色的。,妃粉色,"80A/36A",京东,粉色,"80",A
4536,"2017-04-13 15:38:06",宝贝看起来不错，与描述相符。,妃粉色,"75B/34B",京东,粉色,"75",B
4537,"2018-08-11 11:02:06",赶上活动下了两单，买了好多，以前都在实体店买，京东价格确实合适，质量也还行，不知道是否款式用料和实体店有差异。这款包裹性挺好，侧面高，同款买了两个颜色。,妃粉色,"80B/36B",京东,粉色,"80",B
4538,"2018-02-28 11:35:33",内衣收到了，质量看着不错，款式好看，颜色和图片色一样，没有色差，很喜欢。,黑色,"75B/34B",京东,黑色,"75",B
4539,"2018-08-11 11:01:04",赶上活动下了两单，买了好多，以前都在实体店买，京东价格确实合适，质量也还行，不知道是否款式用料和实体店有差异。这款包裹性挺好，侧面也高。,珍珠米,"80B/36B",京东,米色,"80",B
4540,"2017-11-18 11:31:51",双十一之前买的比双十一还便宜，应该是正品尺码很合适质量不错。,玉粉桔,"80A/36A",京东,粉色,"80",A
4541,"2018-08-31 15:51:33",产品质量很好，做工精细，号码标准，，穿着舒服。有些小贵,珍珠米,"80A/36A",京东,米色,"80",A
4542,"2018-10-05 19:09:43",东西很好，价格实惠，哈哈哈,珍珠米,"75B/34B",京东,米色,"75",B
4543,"2018-08-18 16:19:38",我买了3件，觉得值得，货真价实，以后还会再继续买的,水晶肤,"75A/34A",京东,肤色,"75",A
4544,"2018-10-18 11:31:57",质量不错嘛！颜色也正，下次还买，哇哈哈,中国红,"85B/38B",京东,红色,"85",B
4545,"2018-10-18 11:33:14",颜色一样的买了三，哈哈，质量不错,妃粉色,"85B/38B",京东,粉色,"85",B
4546,"2017-11-16 18:33:11",宝贝收到了！质量很好！物流快速！穿着舒服大小合适！又有型！一下买了三个都很好！,黑色,"80A/36A",京东,黑色,"80",A
4547,"2016-08-13 07:18:16",老婆很喜欢，肩带够宽，聚拢够好,黑色,"75B/34B",京东,黑色,"75",B
4548,"2017-11-14 23:01:24",产品质量挺好的，物流速度也挺快,妃粉色,"80B/36B",京东,粉色,"80",B
4549,"2017-11-14 22:59:16",产品质量挺好的，物流速度快 ，京东挺好的,玉粉桔,"80B/36B",京东,粉色,"80",B
4550,"2017-11-14 23:02:44",产品质量挺好的，物流速度也挺快的,黑色,"80B/36B",京东,黑色,"80",B
4551,"2017-12-03 11:31:52",总体还是不错的一直买这个牌子的内衣三件搞活动很合适黑色的内侧比较硬穿着有点儿不舒服其他都还好,妃粉色,"75B/34B",京东,粉色,"75",B
4552,"2017-11-09 17:19:49",给媳妇买的，还没试呢！看着还行,水晶肤,"85D/38D",京东,肤色,"85",D
4553,"2018-05-17 20:51:06",很聚拢，就是客服不近人情，买了600多东西送个收纳袋都不送，还骗我说去问一下，问都不问，你说不送就不送，忽悠我干嘛，你知道心怀希望，然后一下子失望吗？讨厌,水晶肤,"75C/34C",京东,肤色,"75",C
4554,"2018-08-18 16:16:07",第一次在京东上买欧迪芬文胸，已经穿上了觉得挺好的，跟我以前在商场买的质量都差不多，而且京东上还便宜很多，物流也很快的，以后还会再继续买的,妃粉色,"75A/34A",京东,粉色,"75",A
4555,"2018-04-22 11:28:51",买三免一。夏季到了。买了两件薄的，天热时穿。一件上薄下厚的囤货。还是很划算的！一直穿这个牌的。尺码合适，质量也不错，,珍珠灰,"75A/34A",京东,灰色,"75",A
4556,"2017-12-03 11:32:15","总体还是不错的
一直买这个牌子的内衣
三件搞活动很合适
黑色的内侧比较硬
穿着有点儿不舒服
其他都还好",珍珠灰,"75B/34B",京东,灰色,"75",B
4557,"2018-10-10 15:47:51",看起来还不错，价格也优惠，一直信赖京东，会回购。。。。。。。,妃粉色,"75B/34B",京东,粉色,"75",B
4558,"2018-08-31 15:49:29",产品质量很好，号码很准，千万别买比自己平时的码大了。这种衣品必须得合适才行。,妃粉色,"80A/36A",京东,粉色,"80",A
4559,"2018-05-30 10:24:47",这款式买了两不同颜色的，大小挺合身的。看到做活动抓紧买的，很明智哒！,玉粉桔,"80B/36B",京东,粉色,"80",B
4560,"2018-05-30 10:21:52",这牌子内衣质量挺好的，以前有买过。我买的型号也挺合适的。挺满意的。,珍珠灰,"80B/36B",京东,灰色,"80",B
4561,"2018-10-19 12:15:13",一次购买了三个很舒服,黑色,"85B",京东,黑色,"85",B
4562,"2018-10-19 07:30:38",不错哦很舒服一直穿他们家的！,浅黄,"70A",京东,黄色,"70",A
4563,"2018-10-18 19:04:03",质量不错 尺码合适 一次性买了5件 真划算,浅黄,"80B",京东,黄色,"80",B
4564,"2018-10-18 17:48:56",很好，就是有点掉色,大红,"80A",京东,红色,"80",A
4565,"2018-10-18 12:50:59",好穿,黑色,"75B",京东,黑色,"75",B
4566,"2018-10-17 21:29:11",大小合适，穿上舒服。质量不错哦,黑色,"80A",京东,黑色,"80",A
4567,"2018-10-17 19:45:12",手感还可以，但还没有试穿，希望这件不要让我失望,黑色,"75B",京东,黑色,"75",B
4568,"2018-10-17 17:09:47",搞活动时买的，很实惠，很喜欢,肤色,"70A",京东,肤色,"70",A
4569,"2018-10-17 16:27:11",非常合适，下次再来,肤色,"85C",京东,肤色,"85",C
4570,"2018-10-17 16:17:43",自己买小了一码，只好将就穿,浅粉,"80B",京东,粉色,"80",B
4571,"2018-10-20 15:55:33",内衣质量很不错，特地穿过之后再来评价，值得购买,肤色,"70A",京东,肤色,"70",A
4572,"2018-10-20 14:00:02",商品非常差，穿着不贴身，不舒服,肤色,"75B",京东,肤色,"75",B
4573,"2018-10-20 09:12:07",快递非常快，价格优惠，很不错！,肤色,"75A",京东,肤色,"75",A
4574,"2018-10-20 08:52:43",还不错，活动价买很划算,肤色,"70A",京东,肤色,"70",A
4575,"2018-10-19 23:05:50",味道很大，码数也买大了,黑色,"75B",京东,黑色,"75",B
4576,"2018-10-19 22:42:42",还行,黑色,"80C",京东,黑色,"80",C
4577,"2018-10-19 18:35:09",喜欢喜欢喜欢喜欢很喜欢,浅粉,"85C",京东,粉色,"85",C
4578,"2018-10-19 18:34:10",内衣收到了，很好很好很喜欢,浅黄,"85C",京东,黄色,"85",C
4579,"2018-10-19 18:08:15",感觉还行,浅黄,"75B",京东,黄色,"75",B
4580,"2018-10-19 17:31:10",还不错,浅粉,"85C",京东,粉色,"85",C
4581,"2018-10-22 01:15:06",还不错,黑色,"75B",京东,黑色,"75",B
4582,"2018-10-21 21:19:17",一次买了两件！不同色所以下单来了两次！,黑色,"80C",京东,黑色,"80",C
4583,"2018-10-21 21:18:02",可以啊！刚好合适！质量不错！挺好的！,大红,"80C",京东,红色,"80",C
4584,"2018-10-21 20:57:16",挺舒服的,黑色,"70A",京东,黑色,"70",A
4585,"2018-10-21 00:23:33",一般,肤色,"80A",京东,肤色,"80",A
4586,"2018-10-20 23:23:30",都市丽人都是棒棒！,肤色,"75B",京东,肤色,"75",B
4587,"2018-10-20 23:23:07",都市丽人就是棒！,浅粉,"75B",京东,粉色,"75",B
4588,"2018-10-20 22:00:11",好看好看，多次回购了，这次的活动好实恵哦，一下买了4件，平均4，5十块钱买的，太划算啦，,肤色,"80B",京东,肤色,"80",B
4589,"2018-10-20 20:10:16",很好,肤色,"75B",京东,肤色,"75",B
4590,"2018-10-20 18:58:33",很好的，是正品，值得购买。都市丽人一直在用，也一直在关注,肤色,"80C",京东,肤色,"80",C
4591,"2018-10-23 00:35:04",本人一直是京东的忠实用户，京东的产品质量好值得信赖！服务态度棒棒哒?会一直支持京东商城。,浅粉,"70B",京东,粉色,"70",B
4592,"2018-10-23 00:34:56",本人一直是京东的忠实用户，京东的产品质量好值得信赖！服务态度棒棒哒?会一直支持京东商城。,黑色,"70B",京东,黑色,"70",B
4593,"2018-10-23 00:34:44",本人一直是京东的忠实用户，京东的产品质量好值得信赖！服务态度棒棒哒?会一直支持京东商城。,浅黄,"70B",京东,黄色,"70",B
4594,"2018-10-22 21:55:33",帮别人买的，说手感不错,浅粉,"70B",京东,粉色,"70",B
4595,"2018-10-22 19:54:33",红色很漂亮，提前买了，本命年穿,大红,"85C",京东,红色,"85",C
4596,"2018-10-22 19:12:43",厚的要死,浅黄,"85B",京东,黄色,"85",B
4597,"2018-10-22 15:56:26","杯比较松， 这次买了4个款，79的感觉比较一般，比较松，
不知是电商原因，实体电买的要紧很多，电商买的都比较松",黑色,"75A",京东,黑色,"75",A
4598,"2018-10-22 15:52:47",内衣收到了，这款有一点点厚，,浅粉,"75B",京东,粉色,"75",B
4599,"2018-10-22 13:14:40",款式还可以，就是有股气味,浅粉,"80C",京东,粉色,"80",C
4600,"2018-10-22 08:38:16",好，不错不错,黑色,"80A",京东,黑色,"80",A
4601,"2018-10-23 21:22:20",还没试，看着还行，希望大小合适,黑色,"75B",京东,黑色,"75",B
4602,"2018-10-23 20:54:43",很好,黑色,"80B",京东,黑色,"80",B
4603,"2018-10-23 19:00:18",感觉差强人意，没有想得那么好,肤色,"70A",京东,肤色,"70",A
4604,"2018-10-23 12:40:09",很好的，己经是第二次买了，这次搞活动买了好几个,黑色,"70A",京东,黑色,"70",A
4605,"2018-10-23 12:39:57",很好的，己经是第二次买了，这次搞活动买了好几个,肤色,"70A",京东,肤色,"70",A
4606,"2018-10-23 12:39:37",很好的，己经是第二次买了，这次搞活动买了好几个,浅粉,"70A",京东,粉色,"70",A
4607,"2018-10-23 12:38:36",很好，己经是第二次买了，这次搞活动买了好几个,浅黄,"70A",京东,黄色,"70",A
4608,"2018-10-23 09:55:45",好用，质量很好，跟图片一样，赞,黑色,"80B",京东,黑色,"80",B
4609,"2018-10-23 00:35:23",本人一直是京东的忠实用户，京东的产品质量好值得信赖！服务态度棒棒哒?会一直支持京东商城。,大红,"70B",京东,红色,"70",B
4610,"2018-10-23 00:35:14",本人一直是京东的忠实用户，京东的产品质量好值得信赖！服务态度棒棒哒?会一直支持京东商城。,肤色,"70B",京东,肤色,"70",B
4611,"2018-10-25 12:51:42",味道刺鼻，泡洗了两次，晾晒了快一个月了，还是去不掉，根本没法穿,黑色,"80B",京东,黑色,"80",B
4612,"2018-10-24 22:11:18",不错不错，比在店里买划算很多,黑色,"80B",京东,黑色,"80",B
4613,"2018-10-24 20:07:01",还行吧，穿起来蛮舒服的，发货速度挺快的,肤色,"75B",京东,肤色,"75",B
4614,"2018-10-24 18:13:15",还可以还OK希望不要变形了。。。。,浅黄,"85B",京东,黄色,"85",B
4615,"2018-10-24 16:54:30",还行吧，厚了点，很软，味道比较大，上身效果也一般吧，不是很好看，三免一买的，用券后三十来块，还行价格,肤色,"75A",京东,肤色,"75",A
4616,"2018-10-24 16:16:27",很好的，喜欢的款式。,黑色,"80A",京东,黑色,"80",A
4617,"2018-10-24 16:15:44",很好一下买了三件,肤色,"80A",京东,肤色,"80",A
4618,"2018-10-24 11:45:50",还行吧,黑色,"75A",京东,黑色,"75",A
4619,"2018-10-24 11:02:57",一如既往地好，一直都买都市丽人的！,浅粉,"85B",京东,粉色,"85",B
4620,"2018-10-23 23:46:30",尺码不合适，布料不怎么喜欢。,浅粉,"85C",京东,粉色,"85",C
4621,"2018-10-26 17:57:40",穿着还可以，总体来说还不错吧。,肤色,"75B",京东,肤色,"75",B
4622,"2018-10-26 16:28:55",不错，挺喜欢的，穿着不错。下次继续购买，不贵,黑色,"70A",京东,黑色,"70",A
4623,"2018-10-26 15:41:51",挺舒适的，大小聚拢也还不错。我是小胸,肤色,"75A",京东,肤色,"75",A
4624,"2018-10-26 12:47:03",质量，一般,黑色,"75B",京东,黑色,"75",B
4625,"2018-10-26 12:46:47",质量太一般了,浅粉,"75B",京东,粉色,"75",B
4626,"2018-10-26 09:08:31",这件不适合，要换麻烦，琐碎放着了，质量还是可以的,肤色,"70B",京东,肤色,"70",B
4627,"2018-10-25 22:26:55",真心的不错，穿着正好，和实体店是一样的，而且价格特别优惠,肤色,"85C",京东,肤色,"85",C
4628,"2018-10-25 18:03:06",穿着挺舒服的，好评,黑色,"80B",京东,黑色,"80",B
4629,"2018-10-25 15:49:56",买小了，老妈穿不上,黑色,"80C",京东,黑色,"80",C
4630,"2018-10-25 15:49:44",买小了，老妈穿不上,大红,"80C",京东,红色,"80",C
4631,"2018-10-28 00:35:34",还行,浅粉,"75B",京东,粉色,"75",B
4632,"2018-10-27 22:07:02",垃圾，先提价等双十一就当活动！,肤色,"75A",京东,肤色,"75",A
4633,"2018-10-27 22:05:33",垃圾，都提价了，等双十一降价叫优惠,浅粉,"75A",京东,粉色,"75",A
4634,"2018-10-27 21:12:44",宝贝很好，很喜欢，会继续关注的,肤色,"80B",京东,肤色,"80",B
4635,"2018-10-27 21:11:47",宝贝很好，会一直关注的！,黑色,"80B",京东,黑色,"80",B
4636,"2018-10-27 19:53:09",收到，还没洗,浅粉,"75B",京东,粉色,"75",B
4637,"2018-10-27 12:44:13",小胸的不合算，大胸的话会好穿,黑色,"70A",京东,黑色,"70",A
4638,"2018-10-27 12:44:08",小胸的不合算，大胸的话会好穿,肤色,"70A",京东,肤色,"70",A
4639,"2018-10-26 19:41:06",我还是喜欢穿这款，喜欢后面四排扣,浅粉,"80C",京东,粉色,"80",C
4640,"2018-10-26 17:58:09",穿着还可以，总体来说还不错。,黑色,"75B",京东,黑色,"75",B
4641,"2018-10-28 20:32:38",质量挺好的，颜色和式样也好看,肤色,"80A",京东,肤色,"80",A
4642,"2018-10-28 18:54:25",东西很不错,黑色,"75B",京东,黑色,"75",B
4643,"2018-10-28 18:42:35",还不错可以,肤色,"75A",京东,肤色,"75",A
4644,"2018-10-28 15:24:21",商品收到了，刚收到就降价了，,浅粉,"75B",京东,粉色,"75",B
4645,"2018-10-28 13:31:14",很不错，老婆很喜欢，下次还会光顾的。,浅粉,"75A",京东,粉色,"75",A
4646,"2018-10-28 12:50:42",当时是为了凑单买的，买了之后发现质量还可以，嗯嗯嗯,黑色,"75B",京东,黑色,"75",B
4647,"2018-10-28 08:20:37",不厚不薄，穿起来也挺好的，划算,浅黄,"80C",京东,黄色,"80",C
4648,"2018-10-28 06:57:17",物品不错，是正品，质量很好！,黑色,"75B",京东,黑色,"75",B
4649,"2018-10-28 06:57:10",物品很不错是正品穿着很舒服,浅粉,"75B",京东,粉色,"75",B
4650,"2018-10-28 06:56:44",物品很不错是正品穿着很舒服,大红,"75B",京东,红色,"75",B
4651,"2018-10-30 12:31:48",其他的不说 那股刺鼻的气味 真的是受不了 还是在实体店买吧 以后不会相信了,肤色,"85B",京东,肤色,"85",B
4652,"2018-10-30 08:23:45",值得购买！同店里的一样！满意！,大红,"80B",京东,红色,"80",B
4653,"2018-10-30 06:57:11",活动买了，一下买三件，质量好，很合身,黑色,"75B",京东,黑色,"75",B
4654,"2018-10-29 20:49:22",还可以，很轻，穿着比较舒服，价格实惠，能够接受的范围。,肤色,"85B",京东,肤色,"85",B
4655,"2018-10-29 20:48:15",还可以吧！毕竟价格不高，比想象的要好一点，试穿了一下，感觉还可以，就是快递不行，要自己去拿。,大红,"85B",京东,红色,"85",B
4656,"2018-10-29 16:39:10",大品牌，值得信赖。,肤色,"80B",京东,肤色,"80",B
4657,"2018-10-29 13:25:17",一真穿这牌子的内衣，比实体店便宜，继续下单，第二单已在路上，应该也快到,肤色,"70A",京东,肤色,"70",A
4658,"2018-10-29 07:34:57",漂亮舒适，非常满意，蛮好,肤色,"85B",京东,肤色,"85",B
4659,"2018-10-29 02:35:01",比实体店便宜很多，质量也很不错。,肤色,"80A",京东,肤色,"80",A
4660,"2018-10-28 21:45:40",很柔红色好看，款式也不要错给好评,大红,"85C",京东,红色,"85",C
4661,"2018-10-31 19:48:57",非常喜欢,肤色,"80B",京东,肤色,"80",B
